StudentID,GRADE,ClassWeekDay,ClassMeetTime,ClassDate,ClassTitle
16,B,MW,11:00:00,9/1/2010,Art
16,C,MW,9:30:00,9/1/2010,Statistics
16,B,W,16:00:00,3/1/2011,Math
16,B,M,16:00:00,3/1/2011,Music
16,C,MW,11:00:00,9/1/2011,Drawing
17,C,TTH,8:00:00,3/1/2010,Art
17,B,TTH,11:00:00,3/1/2010,PE
17,B,TTH,11:00:00,9/1/2010,English
17,C,TTH,9:30:00,9/1/2010,Drawing
17,C,MW,9:30:00,9/1/2010,Statistics
17,B,TU,19:00:00,3/1/2011,SocialStudy
17,C,TH,16:00:00,3/1/2011,Physics
17,C,TU,19:00:00,9/1/2011,Math
17,C,TU,16:00:00,9/1/2011,Music
17,B,M,19:00:00,3/1/2012,ForeignLanguage
18,C,F,12:00:00,3/1/2004,PE
18,D,MW,9:30:00,9/1/2004,Statistics
18,C,F,10:00:00,9/1/2004,English
18,C,MW,12:30:00,3/1/2005,SocialStudy
18,C,MW,14:00:00,3/1/2005,Physics
18,D,TTH,11:00:00,9/1/2005,Art
18,D,TTH,12:30:00,9/1/2005,ForeignLanguage
18,C,MW,12:30:00,9/1/2006,Math
18,D,MW,9:30:00,9/1/2006,Drawing
18,C,TTH,12:30:00,9/1/2008,Music
19,B,MW,17:00:00,9/1/2004,Math
19,B,W,19:00:00,9/1/2004,Physics
19,B,TU,19:00:00,9/1/2004,PE
19,B,TU,19:00:00,3/1/2005,Art
19,A,TH,19:00:00,3/1/2005,SocialStudy
19,A,TU,15:30:00,9/1/2005,English
19,B,TH,16:00:00,9/1/2005,Statistics
19,C,M,19:00:00,3/1/2006,ForeignLanguage
19,C,TTH,12:30:00,9/1/2006,Drawing
19,B,M,19:00:00,9/1/2006,Music
20,B,MW,15:30:00,3/1/2004,SocialStudy
20,B,MW,17:00:00,3/1/2004,English
20,B,MW,15:30:00,9/1/2004,ForeignLanguage
20,B,MW,17:00:00,9/1/2004,Math
20,B,MW,17:00:00,3/1/2005,Statistics
20,B,MW,14:00:00,3/1/2005,PE
20,B,MW,12:30:00,9/1/2005,Art
20,B,MW,14:00:00,9/1/2005,Physics
20,C,MW,14:00:00,3/1/2006,Drawing
20,C,MW,12:30:00,9/1/2006,Music
21,C,W,19:00:00,9/1/2009,Art
21,C,M,19:00:00,9/1/2009,Statistics
21,F,W,19:00:00,3/1/2010,Physics
21,C,TU,19:00:00,3/1/2010,PE
21,C,W,19:00:00,9/1/2010,Physics
21,B,M,19:00:00,3/1/2011,ForeignLanguage
21,B,W,19:00:00,3/1/2011,Music
21,B,TU,19:00:00,9/1/2011,SocialStudy
21,D,TH,19:00:00,3/1/2012,Drawing
21,C,M,19:00:00,3/1/2012,Math
22,A,TTH,8:00:00,9/1/2005,Physics
22,A,TTH,12:30:00,3/1/2006,SocialStudy
22,A,MW,15:30:00,3/1/2006,English
22,A,TTH,11:00:00,3/1/2006,Math
22,A,MW,14:00:00,3/1/2006,ForeignLanguage
22,A,MW,12:30:00,9/1/2006,Art
22,B,MW,11:00:00,9/1/2006,PE
22,A,TTH,12:30:00,3/1/2007,Drawing
22,A,MW,9:30:00,3/1/2007,Statistics
22,A,TTH,9:30:00,9/1/2007,Music
23,C,M,19:00:00,3/1/2004,Art
23,B,TU,17:00:00,3/1/2004,English
23,C,MW,11:00:00,3/1/2004,Math
23,C,TTH,12:30:00,9/1/2004,PE
23,B,TTH,17:00:00,9/1/2004,ForeignLanguage
23,C,MW,11:00:00,3/1/2005,Statistics
23,C,TTH,12:30:00,9/1/2005,Drawing
23,C,MW,11:00:00,9/1/2005,SocialStudy
23,C,W,19:00:00,9/1/2005,Physics
23,B,TTH,9:30:00,9/1/2006,Music
24,C,TTH,12:30:00,9/1/2007,SocialStudy
24,C,TH,16:00:00,9/1/2007,Statistics
24,C,TU,16:00:00,3/1/2008,Physics
24,B,TTH,11:00:00,3/1/2008,Art
24,A,TTH,14:00:00,3/1/2008,Math
24,C,TTH,12:30:00,3/1/2008,ForeignLanguage
24,B,TTH,11:00:00,9/1/2008,English
24,C,TTH,12:30:00,9/1/2008,PE
24,C,TU,16:00:00,9/1/2009,Drawing
24,C,TU,16:00:00,3/1/2010,Music
25,C,MW,12:30:00,3/1/2004,SocialStudy
25,C,TTH,12:30:00,3/1/2004,PE
25,D,MW,15:30:00,9/1/2004,ForeignLanguage
25,C,MW,14:00:00,9/1/2004,Physics
25,D,MW,17:00:00,9/1/2004,Math
25,C,TTH,11:00:00,9/1/2004,Art
25,F,TTH,12:30:00,9/1/2004,English
25,C,MW,17:00:00,3/1/2005,English
25,D,TTH,12:30:00,3/1/2005,Statistics
25,A,M,16:00:00,9/1/2005,Music
26,B,TTH,14:00:00,3/1/2004,SocialStudy
26,C,M,16:00:00,3/1/2004,Math
26,D,TTH,17:30:00,3/1/2004,ForeignLanguage
26,D,TTH,12:30:00,9/1/2004,English
26,D,TTH,8:00:00,9/1/2004,PE
26,D,TH,19:00:00,9/1/2004,Drawing
26,B,MW,14:00:00,9/1/2005,Physics
26,C,M,19:00:00,3/1/2006,ForeignLanguage
26,B,MW,14:00:00,3/1/2006,PE
26,B,MW,11:00:00,3/1/2006,Music
27,C,TH,19:00:00,9/1/2005,SocialStudy
27,B,M,19:00:00,3/1/2006,Art
27,C,TU,19:00:00,3/1/2006,Drawing
27,B,M,19:00:00,9/1/2006,ForeignLanguage
27,B,TU,19:00:00,3/1/2007,PE
27,B,M,19:00:00,3/1/2007,Physics
27,C,MW,17:00:00,9/1/2007,Math
27,B,TU,19:00:00,9/1/2007,Statistics
27,B,M,19:00:00,9/1/2007,English
27,B,TH,16:00:00,9/1/2008,Music
28,B,M,19:00:00,9/1/2004,SocialStudy
28,B,TH,19:00:00,9/1/2004,Statistics
28,B,M,16:00:00,9/1/2004,Physics
28,C,W,19:00:00,3/1/2005,English
28,C,M,19:00:00,3/1/2005,PE
28,F,TTH,12:30:00,9/1/2005,ForeignLanguage
28,F,TTH,14:00:00,9/1/2005,Drawing
28,C,TU,19:00:00,3/1/2006,Drawing
28,D,W,16:00:00,3/1/2006,Music
28,B,M,19:00:00,9/1/2006,ForeignLanguage
29,D,W,19:00:00,3/1/2004,English
29,C,M,16:00:00,3/1/2004,Math
29,B,M,19:00:00,3/1/2004,PE
29,B,MW,9:30:00,9/1/2004,Art
29,C,MW,8:00:00,9/1/2004,Physics
29,F,MW,11:00:00,9/1/2004,Drawing
29,C,M,19:00:00,3/1/2005,ForeignLanguage
29,C,TTH,8:00:00,9/1/2005,SocialStudy
29,B,TTH,11:00:00,3/1/2006,Music
29,C,TTH,12:30:00,3/1/2006,Drawing
30,B,MW,11:00:00,9/1/2004,Art
30,A,MW,15:30:00,9/1/2004,ForeignLanguage
30,B,TTH,8:00:00,9/1/2004,Statistics
30,A,TTH,12:30:00,3/1/2005,Math
30,A,MW,14:00:00,3/1/2005,Physics
30,B,TTH,11:00:00,9/1/2005,SocialStudy
30,B,MW,14:00:00,9/1/2005,PE
30,A,TTH,12:30:00,3/1/2006,Music
30,B,MW,12:30:00,3/1/2006,Drawing
30,B,TU,15:30:00,3/1/2007,English
31,B,TTH,8:00:00,9/1/2004,Statistics
31,B,TU,19:00:00,9/1/2004,PE
31,B,TTH,11:00:00,3/1/2005,Art
31,C,TTH,9:30:00,3/1/2005,Physics
31,B,TTH,12:30:00,3/1/2005,Math
31,C,TTH,12:30:00,9/1/2005,English
31,C,TTH,11:00:00,9/1/2005,ForeignLanguage
31,A,TU,16:00:00,3/1/2006,Music
31,C,MW,8:00:00,3/1/2006,Drawing
31,C, ,11:00:00,9/1/2006,SocialStudy
32,B,MW,14:00:00,3/1/2004,Physics
32,B,M,16:00:00,3/1/2004,Math
32,C,TTH,17:30:00,3/1/2004,ForeignLanguage
32,F,TTH,12:30:00,9/1/2004,English
32,C,MW,17:00:00,9/1/2004,Art
32,C,M,19:00:00,9/1/2004,PE
32,C, ,15:30:00,3/1/2005,English
32,B,M,19:00:00,3/1/2005,Statistics
32,C,MW,11:00:00,3/1/2005,Drawing
32,A,M,16:00:00,9/1/2005,Music
33,B,MW,12:30:00,3/1/2006,Statistics
33,A,TTH,12:30:00,3/1/2006,English
33,A,TTH,9:30:00,3/1/2006,Physics
33,B, ,11:00:00,9/1/2006,SocialStudy
33,C,TTH,9:30:00,9/1/2006,ForeignLanguage
33,B,MW,12:30:00,9/1/2006,Art
33,B,TTH,14:00:00,3/1/2007,Math
33,C,TTH,12:30:00,3/1/2007,PE
33,B,TTH,11:00:00,3/1/2007,Drawing
33,C,MW,11:00:00,9/1/2007,Music
34,B,M,16:00:00,3/1/2004,Math
34,B,TU,19:00:00,9/1/2004,Statistics
34,C,TU,15:30:00,9/1/2004,English
34,C,MW,17:00:00,9/1/2004,Art
34,C,MW,12:30:00,9/1/2004,Physics
34,D,MW,14:00:00,9/1/2004,ForeignLanguage
34,C,TTH,14:00:00,3/1/2005,SocialStudy
34,C,MW,12:30:00,9/1/2005,Drawing
34,B,MW,9:30:00,9/1/2005,Music
34,D,MW,11:00:00,3/1/2006,ForeignLanguage
35,A,MW,9:30:00,9/1/2004,Art
35,C,M,19:00:00,9/1/2004,PE
35,B,TTH,8:00:00,9/1/2004,English
35,B,TTH,12:30:00,9/1/2004,ForeignLanguage
35,B,MW,9:30:00,3/1/2005,SocialStudy
35,A,MW,17:00:00,3/1/2005,Math
35,B,TTH,11:00:00,3/1/2005,Statistics
35,B,MW,12:30:00,9/1/2005,Physics
35,B,TTH,12:30:00,9/1/2005,Drawing
35,C,MW,9:30:00,9/1/2006,Music
36,F,TU,19:00:00,3/1/2006,Drawing
36,B,M,19:00:00,3/1/2006,ForeignLanguage
36,B,W,19:00:00,3/1/2006,PE
36,B,TU,19:00:00,9/1/2006,Drawing
36,B,M,19:00:00,9/1/2006,Art
36,A,MW,17:00:00,9/1/2006,Math
36,B,W,19:00:00,9/1/2006,Statistics
36,A,TU,19:00:00,3/1/2007,SocialStudy
36,B,TU,17:00:00,3/1/2008,English
36,B,W,19:00:00,3/1/2008,Music
37,C,M,19:00:00,9/1/2004,PE
37,A,TTH,11:00:00,3/1/2005,Art
37,A,M,16:00:00,3/1/2005,Drawing
37,A,W,19:00:00,3/1/2005,Math
37,A,F,10:00:00,9/1/2005,English
37,A,MW,14:00:00,9/1/2005,Physics
37,B,TTH,12:30:00,3/1/2006,SocialStudy
37,B,M,19:00:00,3/1/2006,Statistics
37,B,MW,11:00:00,3/1/2006,ForeignLanguage
37,C,W,19:00:00,3/1/2007,Music
38,B,MW,9:30:00,9/1/2004,Statistics
38,C,TTH,12:30:00,9/1/2004,PE
38,B,TTH,11:00:00,9/1/2004,Art
38,C,TU,15:30:00,3/1/2005,English
38,C,TTH,9:30:00,3/1/2005,SocialStudy
38,B,MW,9:30:00,3/1/2005,Math
38,D,MW,11:00:00,3/1/2005,ForeignLanguage
38,C,TTH,9:30:00,9/1/2005,Physics
38,C,TTH,12:30:00,9/1/2005,Drawing
38,C,TU,19:00:00,3/1/2006,Music
39,C,TTH,12:30:00,3/1/2004,Art
39,B,MW,17:00:00,3/1/2004,PE
39,B,MW,14:00:00,3/1/2004,Drawing
39,B,TTH,14:00:00,3/1/2004,Statistics
39,A,MW,14:00:00,9/1/2004,Physics
39,A,MW,11:00:00,9/1/2004,SocialStudy
39,C,TTH,9:30:00,3/1/2005,ForeignLanguage
39,B,MW,17:00:00,3/1/2005,Math
39,B,MW,17:00:00,9/1/2005,English
39,C,MW,12:30:00,9/1/2005,Music
40,D,MW,17:00:00,3/1/2004,PE
40,D,TTH,11:00:00,9/1/2004,Math
40,C,MW,17:00:00,9/1/2004,Art
40,C,MW,14:00:00,9/1/2004,Statistics
40,D,TTH,12:30:00,3/1/2005,Drawing
40,B,MW,17:00:00,3/1/2005,PE
40,B,TTH,12:30:00,9/1/2005,ForeignLanguage
40,B,MW,17:00:00,9/1/2005,English
40,C,W,19:00:00,9/1/2006,Physics
40,B,TU,16:00:00,3/1/2007,Music
41,C,MW,15:30:00,9/1/2004,Math
41,A,MW,14:00:00,9/1/2004,Physics
41,B,MW,17:00:00,3/1/2005,Statistics
41,C,M,19:00:00,3/1/2005,PE
41,B,W,19:00:00,3/1/2005,English
41,C,M,19:00:00,9/1/2005,Art
41,D,TH,19:00:00,9/1/2006,Drawing
41,D,MW,11:00:00,3/1/2007,ForeignLanguage
41,B,MW,8:00:00,3/1/2007,Drawing
41,B,TU,19:00:00,9/1/2007,Music
42,C,TU,15:30:00,9/1/2004,English
42,C,TU,19:00:00,9/1/2004,Math
42,B,MW,15:30:00,3/1/2005,SocialStudy
42,C,M,19:00:00,3/1/2005,Art
42,B,MW,11:00:00,3/1/2005,Statistics
42,B,MW,11:00:00,9/1/2005,Drawing
42,C,MW,15:30:00,9/1/2005,ForeignLanguage
42,B,MW,14:00:00,9/1/2005,Physics
42,C,TTH,12:30:00,9/1/2006,PE
42,C,TH,16:00:00,3/1/2007,Music
43,B,MW,9:30:00,3/1/2005,Physics
43,B, ,8:00:00,3/1/2005,SocialStudy
43,B,MW,17:00:00,3/1/2005,PE
43,A,MW,15:30:00,9/1/2005,Math
43,C,TTH,12:30:00,9/1/2005,English
43,B,MW,11:00:00,3/1/2006,Statistics
43,B,TTH,9:30:00,3/1/2006,Art
43,B,TTH,12:30:00,3/1/2006,Drawing
43,A,TTH,12:30:00,9/1/2006,ForeignLanguage
43,B,MW,9:30:00,9/1/2006,Music
44,B,TTH,9:30:00,3/1/2004,Physics
44,B,TU,17:00:00,3/1/2004,English
44,A,W,16:00:00,3/1/2004,Math
44,B,TTH,12:30:00,9/1/2004,ForeignLanguage
44,B,MW,12:30:00,9/1/2004,SocialStudy
44,B,MW,11:00:00,9/1/2004,Drawing
44,B,TTH,9:30:00,3/1/2005,Statistics
44,B,M,19:00:00,3/1/2005,PE
44,B,TU,19:00:00,3/1/2005,Art
44,C,W,19:00:00,3/1/2006,Music
45,B,TU,17:00:00,3/1/2004,English
45,B,MW,17:00:00,3/1/2004,Math
45,B,MW,15:30:00,3/1/2004,SocialStudy
45,C,MW,15:30:00,9/1/2004,Statistics
45,C,MW,17:00:00,9/1/2004,Art
45,A,TH,19:00:00,3/1/2005,Drawing
45,B,TTH,17:00:00,3/1/2005,ForeignLanguage
45,B,TTH,12:30:00,9/1/2005,PE
45,B,TH,19:00:00,9/1/2005,Physics
45,C,TTH,14:00:00,3/1/2006,Music
46,B,TTH,11:00:00,3/1/2004,Art
46,C,MW,11:00:00,3/1/2004,ForeignLanguage
46,B,MW,12:30:00,3/1/2004,SocialStudy
46,B,TTH,12:30:00,3/1/2004,English
46,F,MW,12:30:00,9/1/2004,Physics
46,B,TTH,11:00:00,9/1/2004,Statistics
46,C,MW,9:30:00,9/1/2004,Drawing
46,B,MW,11:00:00,9/1/2004,Math
46,D,MW,9:30:00,3/1/2005,Physics
46,B,MW,9:30:00,9/1/2005,Music
47,C,TTH,14:00:00,3/1/2004,SocialStudy
47,B,TTH,12:30:00,3/1/2004,Statistics
47,C,MW,17:00:00,9/1/2004,Art
47,B,MW,11:00:00,9/1/2004,Math
47,C,MW,14:00:00,9/1/2004,Drawing
47,C,MW,15:30:00,9/1/2004,ForeignLanguage
47,B,W,19:00:00,9/1/2004,Physics
47,C, ,15:30:00,3/1/2005,English
47,C,TTH,12:30:00,3/1/2005,PE
47,B,TTH,12:30:00,9/1/2005,Music
48,A,TTH,11:00:00,3/1/2006,Art
48,B,W,19:00:00,3/1/2006,SocialStudy
48,B,TTH,12:30:00,3/1/2006,English
48,B,M,19:00:00,9/1/2006,ForeignLanguage
48,B,TU,19:00:00,9/1/2006,Statistics
48,C,TU,19:00:00,3/1/2007,Math
48,C,TTH,12:30:00,3/1/2007,PE
48,B,TTH,14:00:00,3/1/2007,Physics
48,C,TTH,11:00:00,9/1/2008,Music
48,F,TU,19:00:00,9/1/2008,Drawing
49,C,MW,17:00:00,9/1/2004,Math
49,C,TTH,17:00:00,9/1/2004,Drawing
49,B,M,19:00:00,9/1/2004,English
49,C,TH,19:00:00,3/1/2005,Physics
49,B,MW,17:00:00,3/1/2005,Statistics
49,B,TTH,17:00:00,3/1/2005,ForeignLanguage
49,B,TU,19:00:00,3/1/2005,Art
49,B,M,19:00:00,3/1/2005,PE
49,B,TTH,14:00:00,9/1/2005,SocialStudy
49,C,TU,16:00:00,3/1/2006,Music
50,D,MW,11:00:00,3/1/2004,ForeignLanguage
50,C,MW,9:30:00,3/1/2004,Physics
50,F,TTH,11:00:00,3/1/2004,SocialStudy
50,C,TTH,12:30:00,9/1/2004,Drawing
50,C,TTH,11:00:00,3/1/2005,Art
50,B,TTH,14:00:00,9/1/2005,Music
50,D,TTH,12:30:00,9/1/2005,English
50,C,TTH,11:00:00,9/1/2005,SocialStudy
50,C,M,19:00:00,9/1/2006,ForeignLanguage
50,C,MW,14:00:00,9/1/2006,PE
51,C,MW,8:00:00,3/1/2004,Physics
51,C,F,8:00:00,3/1/2004,Statistics
51,C,MW,11:00:00,3/1/2004,Drawing
51,B,MW,9:30:00,9/1/2004,SocialStudy
51,C,TTH,8:00:00,9/1/2004,PE
51,D,W,19:00:00,3/1/2005,English
51,C,M,19:00:00,3/1/2005,Art
51,B,F,10:00:00,9/1/2005,English
51,B,TU,19:00:00,9/1/2005,ForeignLanguage
51,B,TU,19:00:00,9/1/2006,Music
52,B,TU,19:00:00,3/1/2004,PE
52,C,W,19:00:00,3/1/2004,English
52,C,MW,17:00:00,9/1/2004,Art
52,B,W,19:00:00,9/1/2004,Physics
52,A,MW,17:00:00,3/1/2005,Statistics
52,A,M,19:00:00,3/1/2005,ForeignLanguage
52,A,MW,15:30:00,3/1/2005,SocialStudy
52,B,TH,16:00:00,9/1/2005,Music
52,A,TU,19:00:00,9/1/2005,Drawing
52,A,TH,19:00:00,9/1/2005,Math
53,B,TTH,14:00:00,9/1/2010,Statistics
53,B,TTH,9:30:00,9/1/2010,Physics
53,B,MW,14:00:00,9/1/2010,Math
53,F,TTH,14:00:00,3/1/2011,SocialStudy
53,B,MW,14:00:00,3/1/2011,PE
53,B,TH,19:00:00,3/1/2011,Drawing
53,C,MW,15:30:00,9/1/2011,English
53,A,TTH,14:00:00,9/1/2011,SocialStudy
53,B,TTH,9:30:00,3/1/2012,ForeignLanguage
53,C,TTH,11:00:00,3/1/2012,Art
54,B,MW,17:00:00,9/1/2004,Math
54,B, ,17:00:00,3/1/2005,SocialStudy
54,C,TTH,14:00:00,3/1/2005,Statistics
54,C,TU,19:00:00,3/1/2005,Art
54,B, ,15:30:00,3/1/2005,English
54,C,W,19:00:00,9/1/2005,PE
54,C,MW,14:00:00,9/1/2005,ForeignLanguage
54,D,TTH,14:00:00,3/1/2007,Physics
54,D,TTH,12:30:00,3/1/2007,Drawing
54,C,TTH,14:00:00,9/1/2008,Music
55,C,TTH,15:30:00,9/1/2004,SocialStudy
55,B,MW,17:00:00,9/1/2004,Art
55,B,M,19:00:00,9/1/2004,PE
55,B,M,19:00:00,3/1/2005,Statistics
55,C,TH,19:00:00,3/1/2005,Physics
55,A,M,16:00:00,9/1/2005,Music
55,C,MW,12:30:00,3/1/2006,ForeignLanguage
55,C,MW,15:30:00,3/1/2006,English
55,C,TU,19:00:00,3/1/2006,Drawing
55,B,TTH,11:00:00,9/1/2006,Math
56,D,TTH,9:30:00,3/1/2004,Art
56,B,MW,14:00:00,3/1/2004,ForeignLanguage
56,C,TTH,14:00:00,9/1/2004,Physics
56,C,M,19:00:00,3/1/2005,PE
56,D,MW,8:00:00,3/1/2005,Drawing
56,B,W,19:00:00,3/1/2005,Statistics
56,F,MW,15:30:00,3/1/2005,SocialStudy
56,C,MW,11:00:00,9/1/2005,SocialStudy
56,B,TU,15:30:00,3/1/2006,English
56,C,M,19:00:00,3/1/2006,Music
57,D,TTH,14:00:00,3/1/2004,SocialStudy
57,C,TTH,12:30:00,3/1/2004,Statistics
57,C,TTH,12:30:00,9/1/2004,English
57,C,TTH,15:30:00,9/1/2004,Drawing
57,C,TTH,9:30:00,9/1/2004,Math
57,B,TTH,11:00:00,9/1/2004,Art
57,C, ,14:00:00,9/1/2004,PE
57,C,TTH,14:00:00,3/1/2005,Physics
57,C,TTH,11:00:00,9/1/2005,Music
57,B,TTH,17:00:00,3/1/2006,ForeignLanguage
58,B,F,8:00:00,9/1/2004,Statistics
58,C,TTH,11:00:00,9/1/2004,Drawing
58,B,TU,19:00:00,9/1/2004,PE
58,C,MW,17:00:00,3/1/2005,Math
